[4/19/23 01:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ydisrespect	
[4/20/23 07:33AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Ydisrespect	
[4/20/23 07:33AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Ydisrespect	
[4/20/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 07:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ydisrespect	
[4/20/23 07:33AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Ydisrespect	
[4/20/23 07:33AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Ydisrespect	
[4/20/23 07:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ydisrespect	
[4/20/23 07:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ydisrespect	
[4/20/23 07:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ydisrespect	
[4/20/23 07:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ydisrespect	
[4/20/23 07:35AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Ydisrespect	
[4/20/23 07:38AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Ydisrespect	
[4/20/23 07:40AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Ydisrespect	
[4/20/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ydisrespect	
[4/20/23 07:41AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ydisrespect	
[4/20/23 07:42AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ydisrespect	
[4/20/23 07:43AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Ydisrespect	
[4/20/23 07:43AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Ydisrespect	
[4/20/23 07:43AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ydisrespect	
[4/20/23 07:43AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ydisrespect	
[4/20/23 07:43AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Ydisrespect	
[4/20/23 07:43AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Ydisrespect	
[4/20/23 07:44AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ydisrespect	
[4/20/23 07:48AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ydisrespect	
[4/20/23 07:51AM] Player picked up item: Coin, id: 995, amount: 1837838, owner: Ydisrespect	
[4/20/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ydisrespect	
[4/20/23 07:52AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ydisrespect	
[4/20/23 07:55AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ydisrespect	
[4/20/23 07:55AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Ydisrespect	
[4/20/23 11:43AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ydisrespect	
[4/20/23 11:43AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ydisrespect	
[4/20/23 11:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ydisrespect	
[4/20/23 11:44AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ydisrespect	
[4/20/23 11:45AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ydisrespect	
[4/20/23 11:45AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ydisrespect	
[4/20/23 11:49AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ydisrespect	
[4/20/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ydisrespect	
[4/20/23 11:51AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ydisrespect	
[4/20/23 12:03PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ydisrespect	
[4/20/23 12:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ydisrespect	
[4/20/23 12:03PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ydisrespect	
[4/20/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Ydisrespect	
[4/20/23 12:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ydisrespect	
[4/20/23 12:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ydisrespect	
[4/20/23 12:39PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ydisrespect	
[4/20/23 12:39PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ydisrespect	
[4/20/23 12:40PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ydisrespect	
[4/20/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ydisrespect	
[4/20/23 12:43PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ydisrespect	
[4/20/23 12:44PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Ydisrespect	
[4/20/23 12:45PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Ydisrespect	
[4/20/23 12:46PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ydisrespect	
[4/20/23 12:46PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ydisrespect	
[4/20/23 12:47PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ydisrespect	
