[4/20/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:16AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:18AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Vest	
[4/20/23 02:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:19AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:19AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Vest	
[4/20/23 02:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vest	
[4/20/23 02:21AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:22AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:22AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:22AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:22AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:22AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:22AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Vest	
[4/20/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:22AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Vest	
[4/20/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:22AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:23AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:23AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:23AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:23AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:23AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:24AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:24AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:24AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:24AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Vest	
[4/20/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:24AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Vest	
[4/20/23 02:24AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:24AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:24AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vest	
[4/20/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:25AM] Player picked up item: Coin, id: 995, amount: 700, owner: Vest	
[4/20/23 02:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:25AM] Player picked up item: Coin, id: 995, amount: 700, owner: Vest	
[4/20/23 02:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:25AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Vest	
[4/20/23 02:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:25AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Vest	
[4/20/23 02:25AM] Player picked up item: Coin, id: 995, amount: 700, owner: Vest	
[4/20/23 02:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:26AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Vest	
[4/20/23 02:26AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Vest	
[4/20/23 02:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 02:27AM] Player picked up item: Coin, id: 995, amount: 700, owner: Vest	
[4/20/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:27AM] Player picked up item: Coin, id: 995, amount: 700, owner: Vest	
[4/20/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:27AM] Player picked up item: Coin, id: 995, amount: 700, owner: Vest	
[4/20/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:32AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Vest	
[4/20/23 02:32AM] Player picked up item: Coin, id: 995, amount: 800, owner: Vest	
[4/20/23 02:32AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Vest	
[4/20/23 02:32AM] Player picked up item: Coin, id: 995, amount: 800, owner: Vest	
[4/20/23 02:33AM] Player picked up item: Coin, id: 995, amount: 800, owner: Vest	
[4/20/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Vest	
[4/20/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vest	
[4/20/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Vest	
[4/20/23 02:37AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Vest	
[4/20/23 02:37AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Vest	
[4/20/23 02:37AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Vest	
[4/20/23 02:37AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Vest	
[4/20/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vest	
[4/20/23 02:37AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Vest	
[4/20/23 02:37AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Vest	
[4/20/23 02:38AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Vest	
[4/20/23 02:42AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Vest	
[4/20/23 02:42AM] Player picked up item: Coin, id: 995, amount: 900, owner: Vest	
[4/20/23 02:42AM] Player picked up item: Coin, id: 995, amount: 900, owner: Vest	
[4/20/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 02:42AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Vest	
[4/20/23 02:54AM] Player picked up item: Coin, id: 995, amount: 1968606, owner: Vest	
[4/20/23 02:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vest	
[4/20/23 02:55AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Vest	
[4/20/23 02:59AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Vest	
[4/20/23 02:59AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Vest	
[4/20/23 03:00AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Vest	
[4/20/23 03:00AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Vest	
[4/20/23 03:02AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vest	
[4/20/23 03:03AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Vest	
[4/20/23 03:03AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vest	
[4/20/23 03:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 03:07AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Vest	
[4/20/23 03:14AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 03:17AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Vest	
[4/20/23 03:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 03:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Vest	
[4/20/23 03:28AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Vest	
[4/20/23 03:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 03:32AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 03:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 05:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 05:42AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Vest	
[4/20/23 05:42AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Vest	
[4/20/23 06:47AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 06:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 06:47AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 06:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 06:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 06:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 06:57AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Vest	
[4/20/23 06:59AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Vest	
[4/20/23 06:59AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Vest	
[4/20/23 06:59AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 06:59AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:02AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vest	
[4/20/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 07:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 07:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 07:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 07:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 07:06AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vest	
[4/20/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 07:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:09AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Vest	
[4/20/23 07:11AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Vest	
[4/20/23 07:13AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Vest	
[4/20/23 07:14AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:16AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Vest	
[4/20/23 07:16AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:16AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vest	
[4/20/23 07:17AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Vest	
[4/20/23 07:17AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:17AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Vest	
[4/20/23 07:20AM] Player picked up item: Coin, id: 995, amount: 2415832, owner: Vest	
[4/20/23 07:21AM] Player picked up item: Vial, id: 229, amount: 1, owner: Vest	
[4/20/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Vest	
[4/20/23 07:22AM] Player picked up item: Coin, id: 995, amount: 2399340, owner: Vest	
[4/20/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Vest	
[4/20/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Vest	
[4/20/23 07:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Vest	
[4/20/23 07:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:26AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Vest	
[4/20/23 07:26AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Vest	
[4/20/23 07:29AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Vest	
[4/20/23 07:29AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Vest	
[4/20/23 07:29AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Vest	
[4/20/23 07:29AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Vest	
[4/20/23 07:30AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Vest	
[4/20/23 07:32AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:33AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Vest	
[4/20/23 07:34AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vest	
[4/20/23 07:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Vest	
[4/20/23 07:35AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Vest	
[4/20/23 07:37AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:38AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:38AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Vest	
[4/20/23 07:38AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Vest	
[4/20/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 07:39AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:39AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 07:39AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vest	
[4/20/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vest	
[4/20/23 07:39AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Vest	
[4/20/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Vest	
[4/20/23 07:40AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Vest	
[4/20/23 07:40AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Vest	
[4/20/23 07:40AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 07:41AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vest	
[4/20/23 07:41AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vest	
[4/20/23 07:41AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 07:41AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vest	
[4/20/23 07:42AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Vest	
[4/20/23 07:42AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vest	
[4/20/23 07:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vest	
[4/20/23 08:17AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Vest	
[4/20/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vest	
[4/20/23 08:37AM] Player picked up item: Aberrant Boots, id: 8334, amount: 1, owner: Vest	
