[4/16/23 05:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dopamine	
[4/16/23 11:20PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dopamine	
[4/16/23 11:21PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dopamine	
[4/16/23 11:24PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Dopamine	
[4/16/23 11:34PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Dopamine	
[4/16/23 11:35PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dopamine	
[4/16/23 11:36PM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Dopamine	
[4/16/23 11:46PM] Player picked up item: Coin, id: 995, amount: 1285513, owner: Dopamine	
[4/16/23 11:49PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dopamine	
[4/16/23 11:53PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dopamine	
[4/16/23 11:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Dopamine	
[4/17/23 12:26AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Dopamine	
[4/17/23 12:26AM] Player picked up item: Aberrant Body, id: 20593, amount: 1, owner: Dopamine	
[4/17/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Dopamine	
[4/17/23 12:54AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dopamine	
[4/17/23 01:00AM] Player picked up item: Coin, id: 995, amount: 2401212, owner: Dopamine	
[4/17/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dopamine	
[4/17/23 01:17AM] Player picked up item: Coin, id: 995, amount: 1487001, owner: Dopamine	
[4/17/23 01:34AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Dopamine	
[4/17/23 01:35AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dopamine	
[4/17/23 01:36AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Dopamine	
[4/17/23 01:38AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Dopamine	
[4/17/23 01:40AM] Player picked up item: Coin, id: 995, amount: 1276516, owner: Dopamine	
[4/17/23 01:40AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dopamine	
[4/17/23 01:41AM] Player picked up item: Coin, id: 995, amount: 4054894, owner: Dopamine	
[4/17/23 01:41AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dopamine	
[4/17/23 01:42AM] Player picked up item: Gracious Box, id: 15002, amount: 1, owner: Dopamine	
[4/17/23 01:45AM] Player picked up item: Super restore (4), id: 3024, amount: 1, owner: Dopamine	
[4/17/23 01:45AM] Player picked up item: Super restore (4), id: 3024, amount: 1, owner: Dopamine	
[4/17/23 01:45AM] Player picked up item: Super restore (4), id: 3024, amount: 1, owner: Dopamine	
[4/17/23 01:46AM] Player picked up item: Super restore (4), id: 3024, amount: 1, owner: Dopamine	
[4/17/23 01:46AM] Player picked up item: Super restore (4), id: 3024, amount: 1, owner: Dopamine	
[4/17/23 01:46AM] Player picked up item: Super restore (4), id: 3024, amount: 1, owner: Dopamine	
[4/17/23 01:46AM] Player picked up item: Super restore (4), id: 3024, amount: 1, owner: Dopamine	
[4/17/23 01:46AM] Player picked up item: Super restore (4), id: 3024, amount: 1, owner: Dopamine	
[4/17/23 01:48AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dopamine	
[4/21/23 01:32AM] Player picked up item: Nagi Helm, id: 21062, amount: 1, owner: Dopamine	
