[4/23/23 03:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dustspray	
[4/23/23 04:53AM] Player picked up item: Coin, id: 995, amount: 500, owner: Dustspray	
[4/23/23 04:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 04:53AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Dustspray	
[4/23/23 04:53AM] Player picked up item: Coin, id: 995, amount: 500, owner: Dustspray	
[4/23/23 04:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 04:53AM] Player picked up item: Coin, id: 995, amount: 500, owner: Dustspray	
[4/23/23 04:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 04:53AM] Player picked up item: Coin, id: 995, amount: 500, owner: Dustspray	
[4/23/23 04:53AM] Player picked up item: Coin, id: 995, amount: 500, owner: Dustspray	
[4/23/23 04:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 04:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 04:54AM] Player picked up item: Coin, id: 995, amount: 500, owner: Dustspray	
[4/23/23 04:54AM] Player picked up item: Coin, id: 995, amount: 500, owner: Dustspray	
[4/23/23 04:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 04:59AM] Player picked up item: Coin, id: 995, amount: 500, owner: Dustspray	
[4/23/23 04:59AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dustspray	
[4/23/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 05:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dustspray	
[4/23/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 05:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dustspray	
[4/23/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 05:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dustspray	
[4/23/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 05:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dustspray	
[4/23/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 05:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dustspray	
[4/23/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 05:01AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dustspray	
[4/23/23 05:01AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dustspray	
[4/23/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 05:01AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dustspray	
[4/23/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 05:01AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dustspray	
[4/23/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dustspray	
[4/23/23 05:02AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dustspray	
[4/23/23 05:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dustspray	
[4/23/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 05:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dustspray	
[4/23/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 05:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dustspray	
[4/23/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dustspray	
[4/23/23 05:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dustspray	
[4/23/23 05:36AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Dustspray	
