[4/15/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/18/23 02:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/18/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/18/23 04:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/18/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/18/23 04:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/18/23 04:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/18/23 04:55PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/18/23 04:55PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/18/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 05:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/18/23 05:29PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/18/23 05:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/18/23 05:30PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/18/23 05:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/18/23 05:32PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/18/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/18/23 05:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/18/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/18/23 05:39PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/18/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/18/23 05:44PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/19/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/19/23 07:54AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/19/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/19/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/19/23 08:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/19/23 08:58AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/19/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/19/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/19/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/19/23 12:15PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/19/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/19/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/19/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/19/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/19/23 01:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/19/23 01:20PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/19/23 01:20PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/19/23 01:21PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/19/23 01:21PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/19/23 01:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/19/23 01:23PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/19/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/19/23 03:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/19/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/19/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/19/23 04:45PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/19/23 04:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/19/23 04:46PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/19/23 04:47PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/19/23 04:47PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/19/23 04:49PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/19/23 04:49PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/19/23 06:15PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/19/23 06:16PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/19/23 06:17PM] Player picked up item: Owner cape goodiebag, id: 3578, amount: 1, owner: Shaxx	
[4/19/23 06:17PM] Player picked up item: Owner cape goodiebag, id: 3578, amount: 1, owner: Shaxx	
[4/19/23 06:17PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/19/23 06:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/19/23 06:43PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/19/23 06:43PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/19/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/19/23 06:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/19/23 06:46PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/20/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/20/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/20/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/20/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/20/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/20/23 07:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/20/23 07:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/20/23 07:35AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/20/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/20/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/20/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/20/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/20/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/20/23 09:21AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/20/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/20/23 09:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/20/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/20/23 09:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/20/23 09:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/20/23 09:25AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/20/23 09:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/20/23 09:27AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/20/23 09:40AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Shaxx	
[4/20/23 09:40AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Shaxx	
[4/20/23 09:40AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Shaxx	
[4/20/23 09:40AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Shaxx	
[4/20/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Shaxx	
[4/20/23 10:20AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/20/23 10:20AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/20/23 10:21AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/20/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/20/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/20/23 10:27AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/20/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/20/23 10:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/20/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/20/23 10:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/20/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/20/23 10:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/20/23 10:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/20/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/20/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/20/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/20/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/20/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/20/23 10:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/20/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/20/23 10:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/20/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/20/23 10:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/20/23 10:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/20/23 10:48AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/20/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/20/23 10:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/20/23 10:55AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/20/23 10:55AM] Player picked up item: Antique lamp, id: 11137, amount: 10, owner: Shaxx	
[4/20/23 02:50PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/20/23 02:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shaxx	
[4/20/23 02:53PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shaxx	
[4/20/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/20/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/20/23 03:22PM] Player picked up item: Gracious Box, id: 15002, amount: 2, owner: Shaxx	
[4/20/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
[4/20/23 03:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shaxx	
[4/20/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shaxx	
[4/20/23 03:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shaxx	
[4/20/23 03:23PM] Player picked up item: $10 Bond, id: 23057, amount: 2, owner: Shaxx	
