[4/15/23 08:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: L I T S	
[4/15/23 09:28AM] Player picked up item: Coin, id: 995, amount: 2400, owner: L I T S	
[4/15/23 09:28AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: L I T S	
[4/15/23 09:28AM] Player picked up item: Coin, id: 995, amount: 4200, owner: L I T S	
[4/15/23 09:28AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: L I T S	
[4/15/23 09:28AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: L I T S	
[4/15/23 09:30AM] Player picked up item: Coin, id: 995, amount: 1799468, owner: L I T S	
[4/15/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: L I T S	
[4/15/23 09:32AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:32AM] Player picked up item: Coin, id: 995, amount: 2400, owner: L I T S	
[4/15/23 09:32AM] Player picked up item: Coin, id: 995, amount: 1200, owner: L I T S	
[4/15/23 09:32AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: L I T S	
[4/15/23 09:32AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:33AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: L I T S	
[4/15/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: L I T S	
[4/15/23 09:33AM] Player picked up item: Coin, id: 995, amount: 2400, owner: L I T S	
[4/15/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: L I T S	
[4/15/23 09:33AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:33AM] Player picked up item: Coin, id: 995, amount: 2400, owner: L I T S	
[4/15/23 09:34AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:34AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:34AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:35AM] Player picked up item: Coin, id: 995, amount: 2400, owner: L I T S	
[4/15/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: L I T S	
[4/15/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: L I T S	
[4/15/23 09:35AM] Player picked up item: Coin, id: 995, amount: 3600, owner: L I T S	
[4/15/23 09:35AM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:35AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:35AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: L I T S	
[4/15/23 09:36AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Coin, id: 995, amount: 2400, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Coin, id: 995, amount: 2400, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Coin, id: 995, amount: 2400, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Coin, id: 995, amount: 1200, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 09:38AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:38AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:38AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:38AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:39AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: L I T S	
[4/15/23 09:40AM] Player picked up item: Coin, id: 995, amount: 4200, owner: L I T S	
[4/15/23 09:40AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:40AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:40AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:40AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:40AM] Player picked up item: Coin, id: 995, amount: 600, owner: L I T S	
[4/15/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:40AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: L I T S	
[4/15/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 09:41AM] Player picked up item: Coin, id: 995, amount: 1200, owner: L I T S	
[4/15/23 09:41AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: L I T S	
[4/15/23 09:42AM] Player picked up item: Coin, id: 995, amount: 2400, owner: L I T S	
[4/15/23 09:42AM] Player picked up item: Coin, id: 995, amount: 1800, owner: L I T S	
[4/15/23 09:47AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: L I T S	
[4/15/23 09:47AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: L I T S	
[4/15/23 09:47AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: L I T S	
[4/15/23 09:48AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: L I T S	
[4/15/23 09:50AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: L I T S	
[4/15/23 09:50AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: L I T S	
[4/15/23 09:51AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: L I T S	
[4/15/23 09:53AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: L I T S	
[4/15/23 09:55AM] Player picked up item: Coin, id: 995, amount: 2400, owner: L I T S	
[4/15/23 09:56AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: L I T S	
[4/15/23 09:56AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: L I T S	
[4/15/23 09:56AM] Player picked up item: Coin, id: 995, amount: 1600, owner: L I T S	
[4/15/23 09:59AM] Player picked up item: Coin, id: 995, amount: 1941174, owner: L I T S	
[4/15/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: L I T S	
[4/15/23 10:07AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: L I T S	
[4/15/23 10:14AM] Player picked up item: Coin, id: 995, amount: 900, owner: L I T S	
[4/15/23 10:16AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: L I T S	
[4/15/23 10:16AM] Player picked up item: Coin, id: 995, amount: 2000, owner: L I T S	
[4/15/23 10:23AM] Player picked up item: Coin, id: 995, amount: 1000, owner: L I T S	
[4/15/23 10:26AM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: L I T S	
[4/15/23 10:26AM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: L I T S	
[4/15/23 10:28AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/15/23 10:28AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/15/23 10:29AM] Player picked up item: Coin, id: 995, amount: 1674259, owner: L I T S	
[4/15/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: L I T S	
[4/15/23 10:30AM] Player picked up item: Coin, id: 995, amount: 2597016, owner: L I T S	
[4/15/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: L I T S	
[4/15/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: L I T S	
[4/15/23 10:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: L I T S	
[4/15/23 04:05PM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/15/23 04:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 04:06PM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/15/23 04:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 04:06PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 04:07PM] Player picked up item: Coin, id: 995, amount: 4500, owner: L I T S	
[4/15/23 04:07PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 04:07PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 04:08PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: L I T S	
[4/15/23 04:09PM] Player picked up item: Coin, id: 995, amount: 6000, owner: L I T S	
[4/15/23 04:10PM] Player picked up item: Coin, id: 995, amount: 4500, owner: L I T S	
[4/15/23 04:11PM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: L I T S	
[4/15/23 04:12PM] Player picked up item: Coin, id: 995, amount: 4500, owner: L I T S	
[4/15/23 04:12PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 04:12PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 04:17PM] Player picked up item: Coin, id: 995, amount: 4500, owner: L I T S	
[4/15/23 04:17PM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/15/23 04:17PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 04:18PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 04:18PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: L I T S	
[4/15/23 04:18PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: L I T S	
[4/15/23 04:20PM] Player picked up item: Coin, id: 995, amount: 6000, owner: L I T S	
[4/15/23 04:20PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: L I T S	
[4/15/23 04:21PM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/15/23 04:21PM] Player picked up item: Coin, id: 995, amount: 4500, owner: L I T S	
[4/15/23 04:21PM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/15/23 04:21PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 04:21PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 04:21PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 04:21PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 04:21PM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/15/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: L I T S	
[4/15/23 04:22PM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/15/23 04:22PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 04:23PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 04:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 04:24PM] Player picked up item: Coin, id: 995, amount: 6000, owner: L I T S	
[4/15/23 04:25PM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/15/23 04:28PM] Player picked up item: Coin, id: 995, amount: 4500, owner: L I T S	
[4/15/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: L I T S	
[4/15/23 04:33PM] Player picked up item: Coin, id: 995, amount: 2637894, owner: L I T S	
[4/15/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: L I T S	
[4/15/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: L I T S	
[4/15/23 04:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: L I T S	
[4/15/23 04:43PM] Player picked up item: Nightmare hammers, id: 23033, amount: 1, owner: L I T S	
[4/15/23 04:44PM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: L I T S	
[4/15/23 04:44PM] Player picked up item: Coin, id: 995, amount: 7500, owner: L I T S	
[4/15/23 04:46PM] Player picked up item: Coin, id: 995, amount: 7500, owner: L I T S	
[4/15/23 04:47PM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/15/23 04:47PM] Player picked up item: Coin, id: 995, amount: 7500, owner: L I T S	
[4/15/23 04:47PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: L I T S	
[4/15/23 04:47PM] Player picked up item: Coin, id: 995, amount: 9000, owner: L I T S	
[4/15/23 04:48PM] Player picked up item: Nightmare boots, id: 23032, amount: 1, owner: L I T S	
[4/15/23 04:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 04:49PM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/15/23 04:49PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 04:49PM] Player picked up item: Nightmare body, id: 23029, amount: 1, owner: L I T S	
[4/15/23 04:51PM] Player picked up item: Coin, id: 995, amount: 4500, owner: L I T S	
[4/15/23 04:51PM] Player picked up item: Nightmare boots, id: 23032, amount: 1, owner: L I T S	
[4/15/23 04:51PM] Player picked up item: Nightmare boots, id: 23032, amount: 1, owner: L I T S	
[4/15/23 04:51PM] Player picked up item: Coin, id: 995, amount: 4500, owner: L I T S	
[4/15/23 04:51PM] Player picked up item: Coin, id: 995, amount: 6000, owner: L I T S	
[4/15/23 04:52PM] Player picked up item: Coin, id: 995, amount: 4500, owner: L I T S	
[4/15/23 04:53PM] Player picked up item: Coin, id: 995, amount: 12000, owner: L I T S	
[4/15/23 04:53PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: L I T S	
[4/15/23 04:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/15/23 04:54PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 04:55PM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/15/23 04:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 04:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/15/23 04:57PM] Player picked up item: Coin, id: 995, amount: 12000, owner: L I T S	
[4/15/23 05:01PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: L I T S	
[4/15/23 05:05PM] Player picked up item: Nightmare hammers, id: 23033, amount: 1, owner: L I T S	
[4/15/23 05:07PM] Player picked up item: Nightmare hammers, id: 23033, amount: 1, owner: L I T S	
[4/15/23 05:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/15/23 05:09PM] Player picked up item: Nightmare hammers, id: 23033, amount: 1, owner: L I T S	
[4/15/23 05:10PM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: L I T S	
[4/15/23 05:11PM] Player picked up item: Nightmare helm, id: 23028, amount: 1, owner: L I T S	
[4/15/23 05:11PM] Player picked up item: Nightmare helm, id: 23028, amount: 1, owner: L I T S	
[4/15/23 05:13PM] Player picked up item: Coin, id: 995, amount: 4500, owner: L I T S	
[4/15/23 05:13PM] Player picked up item: Coin, id: 995, amount: 10500, owner: L I T S	
[4/15/23 05:15PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 05:15PM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/15/23 05:16PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: L I T S	
[4/15/23 05:16PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 05:17PM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/15/23 05:17PM] Player picked up item: Patience bow, id: 23039, amount: 1, owner: L I T S	
[4/15/23 05:17PM] Player picked up item: Patience bow, id: 23039, amount: 1, owner: L I T S	
[4/15/23 05:19PM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: L I T S	
[4/15/23 05:20PM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: L I T S	
[4/15/23 05:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/15/23 05:21PM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/15/23 05:22PM] Player picked up item: Patience body, id: 23035, amount: 1, owner: L I T S	
[4/15/23 05:22PM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: L I T S	
[4/15/23 05:23PM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: L I T S	
[4/16/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: L I T S	
[4/16/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/16/23 09:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 09:57AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: L I T S	
[4/16/23 09:57AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: L I T S	
[4/16/23 09:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/16/23 09:58AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 09:58AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 09:58AM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/16/23 10:00AM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/16/23 10:00AM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/16/23 10:00AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 10:00AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 10:00AM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/16/23 10:02AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 10:02AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 10:02AM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/16/23 10:02AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 10:02AM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/16/23 10:02AM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/16/23 10:02AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 10:02AM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/16/23 10:03AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 10:05AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: L I T S	
[4/16/23 10:05AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: L I T S	
[4/16/23 10:05AM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: L I T S	
[4/16/23 10:06AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 10:06AM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/16/23 10:06AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 10:06AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 10:06AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 10:06AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 10:06AM] Player picked up item: Coin, id: 995, amount: 6000, owner: L I T S	
[4/16/23 10:06AM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/16/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: L I T S	
[4/16/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: L I T S	
[4/16/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: L I T S	
[4/16/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: L I T S	
[4/16/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/16/23 10:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 10:09AM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: L I T S	
[4/16/23 10:09AM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/16/23 10:10AM] Player picked up item: Coin, id: 995, amount: 4500, owner: L I T S	
[4/16/23 10:10AM] Player picked up item: Coin, id: 995, amount: 7500, owner: L I T S	
[4/16/23 10:10AM] Player picked up item: Coin, id: 995, amount: 6000, owner: L I T S	
[4/16/23 10:10AM] Player picked up item: Coin, id: 995, amount: 4500, owner: L I T S	
[4/16/23 10:10AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 10:10AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 10:10AM] Player picked up item: Coin, id: 995, amount: 4500, owner: L I T S	
[4/16/23 10:11AM] Player picked up item: Coin, id: 995, amount: 4500, owner: L I T S	
[4/16/23 10:11AM] Player picked up item: Coin, id: 995, amount: 7500, owner: L I T S	
[4/16/23 10:11AM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/16/23 10:11AM] Player picked up item: Coin, id: 995, amount: 4500, owner: L I T S	
[4/16/23 10:13AM] Player picked up item: Coin, id: 995, amount: 9000, owner: L I T S	
[4/16/23 10:13AM] Player picked up item: Coin, id: 995, amount: 6000, owner: L I T S	
[4/16/23 10:13AM] Player picked up item: Coin, id: 995, amount: 9000, owner: L I T S	
[4/16/23 10:13AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: L I T S	
[4/16/23 10:13AM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/16/23 10:13AM] Player picked up item: Coin, id: 995, amount: 1500, owner: L I T S	
[4/16/23 10:14AM] Player picked up item: Coin, id: 995, amount: 3000, owner: L I T S	
[4/16/23 10:17AM] Player picked up item: Coin, id: 995, amount: 8000, owner: L I T S	
[4/16/23 10:17AM] Player picked up item: Coin, id: 995, amount: 2000, owner: L I T S	
[4/16/23 10:17AM] Player picked up item: Coin, id: 995, amount: 6000, owner: L I T S	
[4/16/23 10:17AM] Player picked up item: Coin, id: 995, amount: 6000, owner: L I T S	
[4/16/23 10:17AM] Player picked up item: Coin, id: 995, amount: 2000, owner: L I T S	
[4/16/23 10:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: L I T S	
[4/16/23 10:19AM] Player picked up item: Coin, id: 995, amount: 2000, owner: L I T S	
[4/16/23 10:20AM] Player picked up item: Coin, id: 995, amount: 6000, owner: L I T S	
[4/16/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: L I T S	
[4/16/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: L I T S	
[4/16/23 10:33AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: L I T S	
[4/16/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/16/23 10:35AM] Player picked up item: Coin, id: 995, amount: 10000, owner: L I T S	
[4/16/23 10:36AM] Player picked up item: Coin, id: 995, amount: 6000, owner: L I T S	
[4/16/23 10:37AM] Player picked up item: Coin, id: 995, amount: 2000, owner: L I T S	
[4/16/23 10:37AM] Player picked up item: Coin, id: 995, amount: 6000, owner: L I T S	
[4/16/23 10:37AM] Player picked up item: Coin, id: 995, amount: 2000, owner: L I T S	
[4/16/23 10:37AM] Player picked up item: Coin, id: 995, amount: 6000, owner: L I T S	
[4/16/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: L I T S	
[4/16/23 10:39AM] Player picked up item: Coin, id: 995, amount: 2000, owner: L I T S	
[4/16/23 10:39AM] Player picked up item: Coin, id: 995, amount: 8000, owner: L I T S	
[4/16/23 10:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: L I T S	
