[4/17/23 05:03PM] Player picked up item: Coin, id: 995, amount: 1432439, owner: Smartass	
[4/17/23 09:01PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Smartass	
[4/17/23 09:01PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Smartass	
[4/17/23 09:03PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dontbicme	
[4/17/23 09:06PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Smartass	
[4/17/23 09:07PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Smartass	
[4/17/23 09:07PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Smartass	
[4/17/23 09:07PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smartass	
[4/17/23 09:07PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Smartass	
[4/17/23 09:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 09:14PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Smartass	
[4/17/23 09:15PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Smartass	
[4/17/23 09:15PM] Player picked up item: Coin, id: 995, amount: 900, owner: Smartass	
[4/17/23 09:15PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smartass	
[4/17/23 09:15PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smartass	
[4/17/23 09:15PM] Player picked up item: Coin, id: 995, amount: 900, owner: Smartass	
[4/17/23 09:28PM] Player picked up item: Coin, id: 995, amount: 1390585, owner: Smartass	
[4/17/23 09:28PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Smartass	
[4/17/23 09:30PM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: Smartass	
[4/17/23 09:30PM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Smartass	
[4/17/23 09:30PM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Smartass	
[4/17/23 09:30PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Smartass	
[4/17/23 09:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Smartass	
[4/17/23 09:32PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smartass	
[4/17/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Smartass	
[4/17/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 09:36PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Smartass	
[4/17/23 09:36PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 09:36PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 09:36PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Smartass	
[4/17/23 09:36PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smartass	
[4/17/23 09:37PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Smartass	
[4/17/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Smartass	
[4/17/23 09:48PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Smartass	
[4/17/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 09:48PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Smartass	
[4/17/23 09:49PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Smartass	
[4/17/23 09:49PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 09:49PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 09:50PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smartass	
[4/17/23 09:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 09:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 09:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 09:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 09:50PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Smartass	
[4/17/23 09:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 09:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Smartass	
[4/17/23 09:51PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smartass	
[4/17/23 09:51PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Smartass	
[4/17/23 09:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Smartass	
[4/17/23 09:51PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/17/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smartass	
[4/17/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Smartass	
[4/17/23 09:52PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Smartass	
[4/17/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smartass	
[4/17/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 09:52PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Smartass	
[4/17/23 09:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 09:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 09:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/17/23 09:53PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Smartass	
[4/17/23 09:53PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smartass	
[4/17/23 09:53PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Smartass	
[4/17/23 09:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/17/23 09:58PM] Player picked up item: Coin, id: 995, amount: 2288214, owner: Smartass	
[4/17/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Smartass	
[4/17/23 09:59PM] Player picked up item: Coin, id: 995, amount: 4487525, owner: Smartass	
[4/17/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Smartass	
[4/17/23 10:03PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Smartass	
[4/18/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Smartass	
[4/18/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/18/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/18/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:02AM] Player picked up item: Coin, id: 995, amount: 800, owner: Smartass	
[4/18/23 05:02AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Smartass	
[4/18/23 05:03AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Smartass	
[4/18/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smartass	
[4/18/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Smartass	
[4/18/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/18/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Smartass	
[4/18/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smartass	
[4/18/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:03AM] Player picked up item: Coin, id: 995, amount: 800, owner: Smartass	
[4/18/23 05:03AM] Player picked up item: Coin, id: 995, amount: 800, owner: Smartass	
[4/18/23 05:05AM] Player picked up item: Coin, id: 995, amount: 600, owner: Smartass	
[4/18/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:05AM] Player picked up item: Coin, id: 995, amount: 600, owner: Smartass	
[4/18/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/18/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/18/23 05:05AM] Player picked up item: Coin, id: 995, amount: 600, owner: Smartass	
[4/18/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:05AM] Player picked up item: Coin, id: 995, amount: 600, owner: Smartass	
[4/18/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/18/23 05:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:06AM] Player picked up item: Coin, id: 995, amount: 600, owner: Smartass	
[4/18/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/18/23 05:07AM] Player picked up item: Coin, id: 995, amount: 600, owner: Smartass	
[4/18/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/18/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Smartass	
[4/18/23 05:07AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Smartass	
[4/18/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smartass	
[4/18/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smartass	
[4/18/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/18/23 05:08AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smartass	
[4/18/23 05:08AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/18/23 05:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:08AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/18/23 05:13AM] Player picked up item: Coin, id: 995, amount: 1162485, owner: Smartass	
[4/18/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Smartass	
[4/18/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/18/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 05:19AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smartass	
[4/18/23 06:11AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Smartass	
[4/18/23 06:11AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Smartass	
[4/18/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Smartass	
[4/18/23 06:16AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Smartass	
[4/18/23 06:17AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Smartass	
[4/18/23 06:23AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Smartass	
[4/18/23 06:23AM] Player picked up item: Nightmare body, id: 23029, amount: 1, owner: Smartass	
[4/18/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 18, owner: Smartass	
[4/18/23 06:23AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Smartass	
[4/18/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Smartass	
[4/18/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smartass	
[4/18/23 06:25AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Smartass	
[4/18/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Smartass	
[4/18/23 06:25AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Smartass	
[4/18/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smartass	
[4/18/23 06:25AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Smartass	
[4/18/23 06:25AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Smartass	
[4/18/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Smartass	
[4/18/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 06:25AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Smartass	
[4/18/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smartass	
[4/18/23 06:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Smartass	
[4/18/23 06:27AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Smartass	
[4/18/23 06:28AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Smartass	
[4/18/23 06:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Smartass	
[4/18/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Smartass	
[4/18/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Smartass	
[4/18/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Smartass	
[4/18/23 06:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Smartass	
[4/18/23 07:06AM] Player picked up item: Starter Cannon, id: 22083, amount: 1, owner: Gimly	
[4/19/23 12:29PM] Player picked up item: Unknown Gloves, id: 21046, amount: 1, owner: Kingrock	
[4/19/23 12:29PM] Player picked up item: Unknown Mace, id: 9940, amount: 1, owner: Kingrock	
[4/19/23 04:04PM] Player picked up item: Blurite Katana, id: 14484, amount: 1, owner: Smartass	
