[4/22/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:20AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:20AM] Player picked up item: Coin, id: 995, amount: 500, owner: Scratch Max	
[4/22/23 04:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/26/23 08:06AM] Player picked up item: Coin, id: 995, amount: 1346467, owner: Scratch Max	
[4/26/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Scratch Max	
[4/26/23 08:15AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Scratch Max	
[4/26/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/26/23 08:17AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Scratch Max	
[4/26/23 08:19AM] Player picked up item: Coin, id: 995, amount: 800, owner: Scratch Max	
[4/26/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/26/23 08:20AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Scratch Max	
[4/26/23 08:20AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Scratch Max	
[4/26/23 08:21AM] Player picked up item: Coin, id: 995, amount: 800, owner: Scratch Max	
[4/26/23 08:22AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Scratch Max	
[4/26/23 08:22AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Scratch Max	
[4/26/23 08:23AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Scratch Max	
[4/26/23 08:24AM] Player picked up item: Coin, id: 995, amount: 800, owner: Scratch Max	
[4/26/23 08:24AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Scratch Max	
[4/26/23 08:29AM] Player picked up item: Coin, id: 995, amount: 900, owner: Scratch Max	
[4/26/23 08:31AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Scratch Max	
[4/26/23 08:33AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Scratch Max	
[4/26/23 08:37AM] Player picked up item: Coin, id: 995, amount: 1564076, owner: Scratch Max	
[4/26/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Scratch Max	
[4/26/23 08:43AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Scratch Max	
