[4/19/23 12:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bokzty	
[4/19/23 08:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kar9k1ll3r	
[4/20/23 12:18AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/20/23 12:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/20/23 12:19AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/20/23 12:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/20/23 12:19AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/20/23 12:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/20/23 12:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/20/23 12:19AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/20/23 12:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/20/23 12:19AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/20/23 12:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/20/23 12:19AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/20/23 12:21AM] Player picked up item: Coin, id: 995, amount: 1543206, owner: Kar9k1ll3r	
[4/20/23 12:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kar9k1ll3r	
[4/20/23 12:23AM] Player picked up item: Coin, id: 995, amount: 2830662, owner: Kar9k1ll3r	
[4/20/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kar9k1ll3r	
[4/20/23 12:25AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Kar9k1ll3r	
[4/20/23 12:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Kar9k1ll3r	
[4/20/23 12:28AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Kar9k1ll3r	
[4/20/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kar9k1ll3r	
[4/20/23 12:28AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/20/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/20/23 04:32AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/20/23 04:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/20/23 04:35AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/20/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/20/23 04:38AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/20/23 04:38AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Kar9k1ll3r	
[4/20/23 04:38AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Kar9k1ll3r	
[4/20/23 04:38AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/20/23 04:39AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/20/23 04:39AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/20/23 04:39AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/20/23 04:39AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/20/23 04:39AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/20/23 04:39AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/20/23 04:39AM] Player picked up item: Coin, id: 995, amount: 900, owner: Kar9k1ll3r	
[4/20/23 04:40AM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 04:41AM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 04:42AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Kar9k1ll3r	
[4/20/23 04:42AM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 04:42AM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 04:42AM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 04:42AM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 04:42AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Kar9k1ll3r	
[4/20/23 04:44AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kar9k1ll3r	
[4/20/23 04:46AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 04:46AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 04:47AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 04:47AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 04:47AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 04:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Kar9k1ll3r	
[4/20/23 04:45PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Kar9k1ll3r	
[4/20/23 04:47PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 04:47PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 04:47PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 04:48PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 04:48PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 04:49PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 04:49PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 04:50PM] Player picked up item: Coin, id: 995, amount: 1674028, owner: Kar9k1ll3r	
[4/20/23 04:51PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kar9k1ll3r	
[4/20/23 10:42PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 10:42PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 10:42PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 10:43PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 10:43PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 10:43PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 10:43PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 10:43PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 10:44PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 10:44PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 10:44PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 10:44PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 10:44PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 10:44PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 10:44PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 10:45PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 10:45PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 10:45PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/20/23 10:46PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 10:46PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 10:46PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 10:46PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 10:46PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kar9k1ll3r	
[4/20/23 10:46PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kar9k1ll3r	
[4/20/23 10:47PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kar9k1ll3r	
[4/20/23 10:47PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 10:47PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 10:47PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 10:47PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Kar9k1ll3r	
[4/20/23 10:47PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 10:47PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 10:48PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kar9k1ll3r	
[4/20/23 10:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 10:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 10:48PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Kar9k1ll3r	
[4/20/23 10:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 10:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 10:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 10:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 10:49PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 10:49PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kar9k1ll3r	
[4/20/23 10:49PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kar9k1ll3r	
[4/20/23 10:50PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Kar9k1ll3r	
[4/20/23 10:50PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kar9k1ll3r	
[4/20/23 10:50PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Kar9k1ll3r	
[4/20/23 10:51PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 10:51PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kar9k1ll3r	
[4/20/23 10:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kar9k1ll3r	
[4/20/23 10:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:56PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kar9k1ll3r	
[4/20/23 10:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:58PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kar9k1ll3r	
[4/20/23 10:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:59PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 10:59PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kar9k1ll3r	
[4/20/23 10:59PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kar9k1ll3r	
[4/20/23 11:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 11:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 11:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kar9k1ll3r	
[4/20/23 11:05PM] Player picked up item: Coin, id: 995, amount: 2198980, owner: Kar9k1ll3r	
[4/20/23 11:05PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kar9k1ll3r	
[4/21/23 08:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Kar9k1ll3r	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Kar9k1ll3r	
[4/21/23 08:47AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:47AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Kar9k1ll3r	
[4/21/23 08:47AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Kar9k1ll3r	
[4/21/23 08:48AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:48AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kar9k1ll3r	
[4/21/23 08:48AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:48AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:48AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:49AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:49AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:49AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:49AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:49AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:49AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:50AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:50AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:50AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:50AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:50AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:50AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:51AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:51AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:51AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:51AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Kar9k1ll3r	
[4/21/23 08:52AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Kar9k1ll3r	
[4/21/23 08:52AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:52AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:52AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 08:52AM] Player picked up item: Coin, id: 995, amount: 700, owner: Kar9k1ll3r	
[4/21/23 10:29PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Kar9k1ll3r	
[4/21/23 10:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/21/23 10:30PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Kar9k1ll3r	
[4/21/23 10:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/21/23 10:32PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Kar9k1ll3r	
[4/21/23 10:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kar9k1ll3r	
[4/21/23 10:33PM] Player picked up item: Coin, id: 995, amount: 1745301, owner: Kar9k1ll3r	
[4/21/23 10:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kar9k1ll3r	
[4/21/23 10:34PM] Player picked up item: Coin, id: 995, amount: 4312504, owner: Kar9k1ll3r	
[4/21/23 10:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kar9k1ll3r	
[4/21/23 10:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Kar9k1ll3r	
[4/21/23 10:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Kar9k1ll3r	
[4/22/23 02:54PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Kar9k1ll3r	
