[4/16/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:42PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:42PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:42PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:42PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:42PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Kariko17	
[4/16/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:42PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Kariko17	
[4/16/23 12:42PM] Player picked up item: Coin, id: 995, amount: 500, owner: Kariko17	
[4/16/23 12:43PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:43PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:43PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:45PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:45PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:45PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Kariko17	
[4/16/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kariko17	
[4/16/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kariko17	
[4/16/23 12:45PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Kariko17	
[4/16/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:46PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:46PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:46PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:54PM] Player picked up item: Coin, id: 995, amount: 1296374, owner: Kariko17	
[4/16/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kariko17	
[4/16/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:55PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:55PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Kariko17	
[4/16/23 12:55PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:55PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Kariko17	
[4/16/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:55PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:56PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:56PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kariko17	
[4/16/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kariko17	
[4/16/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:56PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:56PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Kariko17	
[4/16/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:56PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:56PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:56PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:57PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:57PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:57PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kariko17	
[4/16/23 12:57PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:58PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:58PM] Player picked up item: Coin, id: 995, amount: 600, owner: Kariko17	
[4/16/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:58PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:58PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:58PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kariko17	
[4/16/23 12:58PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Kariko17	
[4/16/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Kariko17	
[4/16/23 12:58PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kariko17	
[4/16/23 12:59PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Kariko17	
[4/16/23 12:59PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 12:59PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 12:59PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:00PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:00PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Kariko17	
[4/16/23 01:00PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Kariko17	
[4/16/23 01:00PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:00PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:00PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:01PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:01PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:01PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:02PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Kariko17	
[4/16/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kariko17	
[4/16/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Kariko17	
[4/16/23 01:02PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Kariko17	
[4/16/23 01:03PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Kariko17	
[4/16/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:03PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Kariko17	
[4/16/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kariko17	
[4/16/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:03PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kariko17	
[4/16/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kariko17	
[4/16/23 01:03PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Kariko17	
[4/16/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:04PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:04PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Kariko17	
[4/16/23 01:04PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Kariko17	
[4/16/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:04PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:04PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:05PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:05PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:05PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Kariko17	
[4/16/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:05PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kariko17	
[4/16/23 01:05PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:06PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:06PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Kariko17	
[4/16/23 01:06PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:06PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:06PM] Player picked up item: Coin, id: 995, amount: 700, owner: Kariko17	
[4/16/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:13PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:13PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kariko17	
[4/16/23 01:13PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kariko17	
[4/16/23 01:13PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:14PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:15PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:21PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:21PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:21PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:21PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Kariko17	
[4/16/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:23PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:23PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:23PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kariko17	
[4/16/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kariko17	
[4/16/23 01:23PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kariko17	
[4/16/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kariko17	
[4/16/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kariko17	
[4/16/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kariko17	
[4/16/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Kariko17	
[4/16/23 01:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Kariko17	
[4/16/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kariko17	
[4/16/23 01:26PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:26PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kariko17	
[4/16/23 01:26PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:26PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:26PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kariko17	
[4/16/23 01:26PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:27PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
[4/16/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kariko17	
[4/16/23 01:27PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:27PM] Player picked up item: Coin, id: 995, amount: 800, owner: Kariko17	
[4/16/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:27PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kariko17	
[4/16/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kariko17	
[4/16/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kariko17	
