[4/15/23 03:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Loot	
[4/22/23 07:21PM] Player picked up item: Godly Gloves, id: 14055, amount: 1, owner: Loot	
[4/22/23 07:40PM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Slayer	
[4/23/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 1912, owner: Loot	
[4/23/23 11:50AM] Player picked up item: Vial, id: 229, amount: 1, owner: Hibashi	
[4/23/23 11:50AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Bulba	
[4/23/23 11:50AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Bulba	
[4/23/23 11:51AM] Player picked up item: Ag'thomoth Pet, id: 19488, amount: 1, owner: Loot	
[4/23/23 11:51AM] Player picked up item: Onyx Griffin Pet, id: 19486, amount: 1, owner: Loot	
[4/23/23 11:51AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Loot	
[4/23/23 11:51AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Loot	
[4/23/23 12:03PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Droprate	
[4/24/23 06:40AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Emplelouch	
[4/24/23 09:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Berry	
[4/24/23 03:04PM] Player picked up item: Varth Gloves, id: 22150, amount: 1, owner: Ppoopoo	
[4/24/23 03:18PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Loot	
