[4/21/23 04:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Dusty Nuggz	
[4/21/23 05:46PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:48PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dusty Nuggz	
[4/21/23 05:48PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:48PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dusty Nuggz	
[4/21/23 05:51PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Dusty Nuggz	
[4/21/23 05:51PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Dusty Nuggz	
[4/21/23 05:51PM] Player picked up item: Coin, id: 995, amount: 700, owner: Dusty Nuggz	
[4/21/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Dusty Nuggz	
[4/21/23 05:51PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Dusty Nuggz	
[4/21/23 05:51PM] Player picked up item: Coin, id: 995, amount: 700, owner: Dusty Nuggz	
[4/21/23 05:52PM] Player picked up item: Coin, id: 995, amount: 700, owner: Dusty Nuggz	
[4/21/23 05:52PM] Player picked up item: Coin, id: 995, amount: 700, owner: Dusty Nuggz	
[4/21/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dusty Nuggz	
[4/21/23 05:53PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Dusty Nuggz	
[4/21/23 05:53PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Dusty Nuggz	
[4/21/23 05:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:53PM] Player picked up item: Coin, id: 995, amount: 700, owner: Dusty Nuggz	
[4/21/23 05:53PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Dusty Nuggz	
[4/21/23 05:53PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Dusty Nuggz	
[4/21/23 05:53PM] Player picked up item: Coin, id: 995, amount: 700, owner: Dusty Nuggz	
[4/21/23 05:53PM] Player picked up item: Coin, id: 995, amount: 700, owner: Dusty Nuggz	
[4/21/23 05:54PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Dusty Nuggz	
[4/21/23 05:54PM] Player picked up item: Coin, id: 995, amount: 700, owner: Dusty Nuggz	
[4/21/23 05:54PM] Player picked up item: Coin, id: 995, amount: 700, owner: Dusty Nuggz	
[4/21/23 05:54PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Dusty Nuggz	
[4/21/23 05:54PM] Player picked up item: Coin, id: 995, amount: 700, owner: Dusty Nuggz	
[4/21/23 05:54PM] Player picked up item: Coin, id: 995, amount: 700, owner: Dusty Nuggz	
[4/21/23 05:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dusty Nuggz	
[4/21/23 05:55PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Dusty Nuggz	
[4/21/23 05:56PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dusty Nuggz	
[4/21/23 05:56PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dusty Nuggz	
[4/21/23 05:56PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dusty Nuggz	
[4/21/23 05:57PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dusty Nuggz	
[4/21/23 05:57PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:57PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Dusty Nuggz	
[4/21/23 05:57PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Dusty Nuggz	
[4/21/23 05:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:57PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dusty Nuggz	
[4/21/23 05:57PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dusty Nuggz	
[4/21/23 05:57PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dusty Nuggz	
[4/21/23 05:58PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Dusty Nuggz	
[4/21/23 05:58PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Dusty Nuggz	
[4/21/23 05:58PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dusty Nuggz	
[4/21/23 05:58PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Dusty Nuggz	
[4/21/23 05:58PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dusty Nuggz	
[4/21/23 05:58PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dusty Nuggz	
[4/21/23 05:58PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dusty Nuggz	
[4/21/23 05:59PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Dusty Nuggz	
[4/21/23 05:59PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dusty Nuggz	
[4/21/23 05:59PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dusty Nuggz	
[4/21/23 06:00PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Dusty Nuggz	
[4/21/23 06:00PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dusty Nuggz	
[4/21/23 06:00PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Dusty Nuggz	
[4/21/23 06:04PM] Player picked up item: Coin, id: 995, amount: 2450503, owner: Dusty Nuggz	
[4/21/23 06:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dusty Nuggz	
[4/21/23 06:08PM] Player picked up item: Coin, id: 995, amount: 900, owner: Dusty Nuggz	
[4/21/23 06:08PM] Player picked up item: Coin, id: 995, amount: 900, owner: Dusty Nuggz	
[4/21/23 06:08PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Dusty Nuggz	
[4/21/23 06:08PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Dusty Nuggz	
[4/21/23 06:09PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Dusty Nuggz	
[4/21/23 06:10PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Dusty Nuggz	
[4/21/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Dusty Nuggz	
[4/21/23 06:14PM] Player picked up item: Coin, id: 995, amount: 2700, owner: Dusty Nuggz	
[4/21/23 06:19PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dusty Nuggz	
[4/21/23 06:19PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dusty Nuggz	
[4/21/23 06:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dusty Nuggz	
[4/21/23 06:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dusty Nuggz	
[4/21/23 06:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dusty Nuggz	
[4/21/23 06:20PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dusty Nuggz	
[4/21/23 06:20PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dusty Nuggz	
[4/21/23 06:20PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dusty Nuggz	
[4/21/23 06:21PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dusty Nuggz	
[4/21/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 06:33PM] Player picked up item: Coin, id: 995, amount: 1728415, owner: Dusty Nuggz	
[4/21/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Dusty Nuggz	
[4/21/23 06:49PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dusty Nuggz	
[4/21/23 06:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dusty Nuggz	
[4/21/23 06:58PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Dusty Nuggz	
[4/21/23 07:01PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dusty Nuggz	
[4/21/23 07:04PM] Player picked up item: Coin, id: 995, amount: 1337429, owner: Dusty Nuggz	
[4/21/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Dusty Nuggz	
[4/21/23 07:05PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Dusty Nuggz	
[4/21/23 07:05PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Dusty Nuggz	
[4/21/23 07:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 07:08PM] Player picked up item: Nightmare hammers, id: 23033, amount: 1, owner: Dusty Nuggz	
[4/21/23 07:08PM] Player picked up item: Nightmare hammers, id: 23033, amount: 1, owner: Dusty Nuggz	
[4/21/23 07:08PM] Player picked up item: Nightmare helm, id: 23028, amount: 1, owner: Dusty Nuggz	
[4/21/23 07:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dusty Nuggz	
[4/21/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dusty Nuggz	
[4/21/23 07:13PM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Dusty Nuggz	
[4/21/23 07:13PM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Dusty Nuggz	
[4/21/23 07:16PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Dusty Nuggz	
[4/21/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Dusty Nuggz	
[4/21/23 07:18PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dusty Nuggz	
[4/21/23 07:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dusty Nuggz	
[4/21/23 07:19PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Dusty Nuggz	
[4/21/23 07:20PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dusty Nuggz	
[4/21/23 07:23PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dusty Nuggz	
[4/21/23 07:25PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dusty Nuggz	
[4/21/23 07:25PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Dusty Nuggz	
[4/21/23 07:25PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Dusty Nuggz	
[4/21/23 07:26PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Dusty Nuggz	
[4/21/23 07:28PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dusty Nuggz	
